name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
newyork,2017-01-01,88.6,57.3,69.2,84.8,57.3,68.8,44.9,46.1,0,0,0,,,,,6.9,273.5,1014.3,0,2.4,197.4,17,7,,2017-01-01T07:06:58,2017-01-01T17:53:26,0.11,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-02,75.3,53.3,63.7,75.3,53.3,63.7,48.5,60.6,0,0,0,,,,,8.7,29.1,1017.4,0,2.1,196.6,16.9,7,,2017-01-02T07:07:16,2017-01-02T17:54:05,0.14,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-03,82.1,49.7,63.4,79.9,46.9,63.1,42.8,51.5,0,0,0,,,,,11.4,64,1017.3,0,2.1,191.4,16.5,7,,2017-01-03T07:07:32,2017-01-03T17:54:44,0.18,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-04,84.6,51.9,66,81.6,51.9,65.7,44,50.2,0,0,0,,,,,7.2,90.2,1016.5,0,2.2,203.6,17.5,7,,2017-01-04T07:07:47,2017-01-04T17:55:24,0.21,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-05,82.5,51.9,67.4,80.7,51.9,67.2,43.5,47.1,0,0,0,,,,,5.4,121.9,1015.3,0,2.4,208.1,17.9,8,,2017-01-05T07:08:02,2017-01-05T17:56:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-06,77.1,52.4,65.3,77.1,52.4,65.3,43.3,47.4,0,0,0,,,,,7.4,297.8,1013.3,0,2.3,207.6,17.9,8,,2017-01-06T07:08:14,2017-01-06T17:56:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-07,83.4,52.4,65.1,80.9,52.4,64.9,46.8,55.2,0,0,0,,,,,8.5,292.1,1011.8,8.9,2.3,198.4,17,7,,2017-01-07T07:08:26,2017-01-07T17:57:25,0.32,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-08,83.9,53,67,81.7,53,66.8,51.5,61.3,0,0,0,,,,,6.5,289,1011.9,16.8,2,197.4,17,7,,2017-01-08T07:08:36,2017-01-08T17:58:06,0.35,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-09,83.4,55.5,66.4,81.4,55.5,66.2,51.2,61.2,0,0,0,,,,,7.4,15.8,1011.9,11.8,2.2,191.3,16.5,7,,2017-01-09T07:08:45,2017-01-09T17:58:48,0.39,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-10,80.7,51.3,62.8,79.4,51.3,62.8,44.9,57.8,0,0,0,,,,,8.7,30,1014.6,1.4,1.7,195,16.9,7,,2017-01-10T07:08:52,2017-01-10T17:59:30,0.42,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-11,78.2,47.6,59.6,78.2,44.6,59.5,37.8,48.5,0,0,0,,,,,6.9,40.8,1016.5,0,2.2,208.2,17.8,8,,2017-01-11T07:08:58,2017-01-11T18:00:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-12,76.2,45.2,57.4,76.2,41.5,57,30.8,40.1,0,0,0,,,,,9.6,58.6,1015.3,0,2.4,215.9,18.3,8,,2017-01-12T07:09:03,2017-01-12T18:00:54,0.5,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-13,78.5,44,57.6,78.5,39.3,57.1,25.2,32.3,0,0,0,,,,,10.3,60.6,1016,0,2.4,217,18.6,8,,2017-01-13T07:09:07,2017-01-13T18:01:36,0.53,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-14,82.3,45,62.3,80,40.2,61.7,33.9,37.1,0,0,0,,,,,9.2,94.5,1016.4,5.8,2.4,205.1,17.7,8,,2017-01-14T07:09:09,2017-01-14T18:02:19,0.56,Clear,Clear conditions throughout the day.,clear-day,"42662099999,42754099999,remote"
newyork,2017-01-15,84.8,53.9,68,82.2,53.9,67.7,42.2,41.7,0,0,0,,,,,10.1,138.1,1015.8,17.9,2.5,180.7,15.6,7,,2017-01-15T07:09:09,2017-01-15T18:03:01,0.59,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-16,85.4,56,69.1,83,56,69,51.1,54.5,0,0,0,,,,,7.2,216.5,1015.8,9.5,2.4,177,15.2,7,,2017-01-16T07:09:09,2017-01-16T18:03:44,0.62,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-17,85.6,53.7,67.2,82.5,53.7,66.8,47.2,53.1,0,0,0,,,,,6.7,357,1015.9,0,2.3,205.3,17.6,8,,2017-01-17T07:09:07,2017-01-17T18:04:26,0.65,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-18,85.4,53.7,66.6,82.7,53.7,66.4,48.4,55.3,0,0,0,,,,,9.2,49.4,1017.1,5.9,1.7,172.9,14.9,7,,2017-01-18T07:09:03,2017-01-18T18:05:09,0.69,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-19,85.7,53.7,65.7,82.7,53.7,65.3,48.5,58,0,0,0,,,,,11.2,54.5,1019.7,7.9,1.5,176.7,15.1,7,,2017-01-19T07:08:58,2017-01-19T18:05:51,0.72,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-20,78.9,53.7,65.4,78.9,53.7,65.4,47.5,55.1,0,0,0,,,,,10.3,67.1,1019.6,0.1,2.1,192,16.7,7,,2017-01-20T07:08:52,2017-01-20T18:06:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-21,87,55.1,69.2,83.7,55.1,68.7,45.7,46.4,0,0,0,,,,,11.4,95.1,1017.7,3.5,2.4,199.1,17.1,7,,2017-01-21T07:08:44,2017-01-21T18:07:16,0.78,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-22,90.2,58,72.5,86.6,58,71.8,47,43.4,0,0,0,,,,,9.2,95.9,1018.9,11.6,2.3,204.3,17.8,7,,2017-01-22T07:08:35,2017-01-22T18:07:58,0.82,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-23,91.7,59.6,73.2,88.1,59.6,72.6,49.6,46.6,0,0,0,,,,,12.8,118,1018.3,0.5,2.4,205.8,17.8,7,,2017-01-23T07:08:25,2017-01-23T18:08:40,0.85,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-24,92.4,60.5,75,88.7,60.5,74.1,49.5,43.7,0,0,0,,,,,12.8,126,1016.9,0.1,2.7,209,18,8,,2017-01-24T07:08:13,2017-01-24T18:09:22,0.88,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-25,90.6,60.9,74.5,87,60.9,73.7,48.2,41.9,0,0,0,,,,,16.1,145.7,1016.5,0,2.6,202.8,17.6,7,,2017-01-25T07:08:00,2017-01-25T18:10:03,0.91,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-26,91.1,59.6,73.6,87.2,59.6,72.9,46.5,41,0,0,0,,,,,16.1,198.6,1014.2,15.5,2.5,204.7,17.5,8,,2017-01-26T07:07:45,2017-01-26T18:10:45,0.94,Clear,Clear conditions throughout the day.,clear-day,"42662099999,42754099999,remote"
newyork,2017-01-27,86.6,57.3,67.4,83.2,57.3,67,46.5,52,0,0,0,,,,,10.1,347.2,1017.6,7.4,2.3,226.1,19.3,8,,2017-01-27T07:07:29,2017-01-27T18:11:26,0.98,Clear,Clear conditions throughout the day.,clear-day,"42662099999,42754099999,remote"
newyork,2017-01-28,85.7,52.2,65.3,82.4,52.2,64.9,39.4,43.8,0,0,0,,,,,11,57,1018.5,0.1,2.4,236.5,20.3,8,,2017-01-28T07:07:12,2017-01-28T18:12:06,0,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-29,88.8,53.7,68.3,85,53.7,67.7,39.4,42.1,0,0,0,,,,,8.1,65.8,1017.1,0,2.6,240.1,20.8,8,,2017-01-29T07:06:54,2017-01-29T18:12:47,0.05,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-30,91.5,55.5,71.1,87.2,55.5,70.5,38.8,36.1,0,0,0,,,,,6.9,53,1015.8,0,2.5,240.1,20.7,8,,2017-01-30T07:06:34,2017-01-30T18:13:27,0.08,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-01-31,92.6,55.5,72.1,88.1,55.5,71.3,35.1,31.1,0,0,0,,,,,9.2,324.8,1015.1,0,2.7,240.1,20.9,8,,2017-01-31T07:06:13,2017-01-31T18:14:07,0.12,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-01,91.1,51.9,70.1,86.9,51.9,69.4,37.6,37.1,0,0,0,,,,,9.2,48.1,1015.7,0,2.5,240.1,20.8,8,,2017-02-01T07:05:50,2017-02-01T18:14:46,0.15,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-02,92,57.3,72.6,87.6,57.3,71.8,41,36.3,0,0,0,,,,,11.4,88.9,1017,0,2.6,237.7,20.5,8,,2017-02-02T07:05:27,2017-02-02T18:15:25,0.19,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-03,89.7,56.4,73.9,87.1,56.4,73.1,44.2,36.5,0,0,0,,,,,16.1,107.5,1016.6,7.8,2.8,231.6,19.8,8,,2017-02-03T07:05:02,2017-02-03T18:16:04,0.22,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-04,94,62.7,75.8,89.7,62.7,74.9,47.6,39.8,0,0,0,,,,,15,155.9,1014.2,33.1,2.8,227.5,19.7,8,,2017-02-04T07:04:35,2017-02-04T18:16:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-05,89.1,60.5,71.4,86.3,60.5,71.3,53.2,54.2,0,0,0,,,,,10.3,274.9,1014.1,21.7,2.7,215.6,18.7,8,,2017-02-05T07:04:08,2017-02-05T18:17:20,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-06,75.3,57,65.9,75.3,57,65.9,39.5,41.6,0,0,0,,,,,8.1,358,1016,34,2.8,233.7,20.2,8,,2017-02-06T07:03:39,2017-02-06T18:17:57,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-07,87.2,50.1,67.8,83.7,50.1,67.4,31.9,33.1,0,0,0,,,,,8.9,47.7,1015.4,1,2.7,254.2,21.9,9,,2017-02-07T07:03:09,2017-02-07T18:18:34,0.37,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-08,87.9,55.5,72.4,85.2,55.5,71.7,40.7,34.8,0,0,0,,,,,16.1,244,1014.8,5.1,3,238.8,20.8,8,,2017-02-08T07:02:39,2017-02-08T18:19:11,0.4,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-09,90.4,60.9,71.6,86.4,60.9,71,40.4,36.9,0,0,0,,,,,9.2,351.7,1014.9,0.1,2.7,234,20.2,8,,2017-02-09T07:02:06,2017-02-09T18:19:47,0.44,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-10,86.6,55.7,66.8,83.2,55.7,66.6,39.5,39.8,0,0,0,,,,,16.1,57.8,1014.7,0,2.7,225.1,19.7,8,,2017-02-10T07:01:33,2017-02-10T18:20:22,0.47,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-11,92,57.3,70.6,88.2,57.3,70,46.2,45.8,0,0,0,,,,,11.2,77.9,1013.6,13.8,2.3,198.1,17.1,7,,2017-02-11T07:00:59,2017-02-11T18:20:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-12,92,55.5,72.7,88.2,55.5,71.9,49.7,50,0,0,0,,,,,9.2,35.4,1015.2,18.2,2,221.2,19.2,8,,2017-02-12T07:00:23,2017-02-12T18:21:32,0.54,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-13,92.2,57.3,73.8,88.5,57.3,73.2,50.5,49.1,0,0,0,,,,,9,71.9,1018,43.2,2.3,211.2,18.3,8,,2017-02-13T06:59:47,2017-02-13T18:22:06,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-14,84.5,61.4,74.6,85.2,61.4,74.8,56.3,54.5,0,0,0,,,,,9.2,74.3,1019.8,8.4,2.5,223.7,19.4,8,,2017-02-14T06:59:09,2017-02-14T18:22:40,0.6,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-15,93.8,62.7,75,89.9,62.7,74.6,53.1,50.1,0,0,0,,,,,8.9,70.3,1020.5,2.6,2.5,231.6,19.9,8,,2017-02-15T06:58:31,2017-02-15T18:23:13,0.64,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-16,86.1,60.9,74.7,83.5,60.9,74,47.9,42.4,0,0,0,,,,,13.9,70.5,1018.7,19.5,2.8,246.6,21.4,9,,2017-02-16T06:57:51,2017-02-16T18:23:46,0.67,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-17,89.7,60.9,76.3,86,60.9,75.2,43.9,34.3,0,0,0,,,,,12.8,86.3,1017.3,33.5,2.9,221.4,19,8,,2017-02-17T06:57:11,2017-02-17T18:24:18,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-18,98.3,60.9,78.4,93.3,60.9,77,43.4,32.9,0,0,0,,,,,9.2,58.2,1017.4,5.5,2.7,262.7,22.6,9,,2017-02-18T06:56:29,2017-02-18T18:24:50,0.73,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-19,97.8,62.5,79.6,92.7,62.5,78,42.8,33.1,0,0,0,,,,,6.7,33.3,1015.9,0.8,2.4,263.8,22.7,9,,2017-02-19T06:55:47,2017-02-19T18:25:21,0.75,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-20,90.2,63.8,76.8,86.6,63.8,75.9,42.2,32.3,0,0,0,,,,,17.2,278.4,1010.8,4.4,2.8,261.7,22.5,9,,2017-02-20T06:55:04,2017-02-20T18:25:52,0.8,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-21,95.4,63.1,74.7,90.6,63.1,73.9,42,34.5,0,0,0,,,,,16.1,268.4,1009.4,0,2.8,262.6,22.8,9,,2017-02-21T06:54:20,2017-02-21T18:26:22,0.83,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-22,86.1,60.5,72.7,83.7,60.5,72.2,45.1,39.5,0,0,0,,,,,10.3,287.6,1012.6,0,2.8,258.8,22.2,9,,2017-02-22T06:53:35,2017-02-22T18:26:52,0.86,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-23,86.1,59.3,73.5,83.3,59.3,72.8,42.1,35.1,0,0,0,,,,,8.1,351.2,1014.7,5.5,3,270.5,23.3,9,,2017-02-23T06:52:49,2017-02-23T18:27:22,0.89,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-24,94.7,58,73.8,89.9,58,73,31.7,25.6,0,0,0,,,,,10.9,54,1016.8,0,2.8,273.5,23.6,9,,2017-02-24T06:52:03,2017-02-24T18:27:51,0.92,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-25,96.2,57.3,75.2,91.1,57.3,74,32,26,0,0,0,,,,,9.2,50.4,1015.9,0,2.8,280.5,24.1,10,,2017-02-25T06:51:15,2017-02-25T18:28:19,0.96,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-26,88.6,59.3,76.8,84.8,59.3,75.5,34.6,25,0,0,0,,,,,9.2,353.1,1012.8,0,2.9,281.2,24.3,9,,2017-02-26T06:50:27,2017-02-26T18:28:47,0,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-02-27,98.9,63.9,79,93.3,63.9,77.4,36.4,25.4,0,0,0,,,,,11.4,80.5,1014.1,0.1,2.7,283,24.4,10,,2017-02-27T06:49:39,2017-02-27T18:29:15,0.02,Clear,Clear conditions throughout the day.,clear-day,"42662099999,42754099999,remote"
newyork,2017-02-28,99.2,64.5,80,93.8,64.5,78.5,40.7,28.8,0,0,0,,,,,11.4,114.3,1013.7,0.1,2.8,278.1,24,9,,2017-02-28T06:48:49,2017-02-28T18:29:43,0.06,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-01,93.3,64.7,80.6,90.1,64.7,79.1,41,27.4,0,0,0,,,,,11.4,236.6,1012.1,3.7,2.8,271,23.4,9,,2017-03-01T06:47:59,2017-03-01T18:30:10,0.09,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-02,98.3,62.7,78.1,93.5,62.7,77,45,33.4,0,0,0,,,,,13.9,292.9,1011.2,10.5,2.9,267.5,23,9,,2017-03-02T06:47:08,2017-03-02T18:30:36,0.13,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-03,96.5,64.1,77.5,91.8,64.1,76.3,44,33.8,0,0,0,,,,,13.5,302.8,1009.5,14.2,2.9,265.6,23,9,,2017-03-03T06:46:17,2017-03-03T18:31:02,0.17,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-04,94.4,60.9,75.2,89.6,60.9,74.5,45.4,39.1,0,0,0,,,,,10.3,353.5,1009.1,4.7,2.9,283.8,24.6,10,,2017-03-04T06:45:25,2017-03-04T18:31:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-05,95.4,62,75.5,90.7,62,74.7,44.9,37.9,0,0,0,,,,,10.3,36.2,1010.4,0.6,2.8,274,23.7,9,,2017-03-05T06:44:33,2017-03-05T18:31:54,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-06,95.4,61.4,77.1,90.6,61.4,75.8,35.6,26.8,0,0,0,,,,,12.8,59.9,1009.3,0,2.7,283,24.3,10,,2017-03-06T06:43:40,2017-03-06T18:32:19,0.27,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-07,97.2,62.7,78.4,92.6,62.7,77,39,26.1,0,0,0,,,,,16.1,115.7,1008.8,1.7,2.8,274.2,23.6,9,,2017-03-07T06:42:47,2017-03-07T18:32:44,0.31,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-08,94.6,62.7,77.4,90.7,62.7,76.4,44.8,33,0,0,0,,,,,12.8,277.4,1008.8,13.7,2.8,271.4,23.4,9,,2017-03-08T06:41:53,2017-03-08T18:33:08,0.34,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-09,95.3,62.7,77.6,91,62.7,76.3,44.7,33.7,0,0,0,,,,,11.6,278,1008,26.9,2.9,283.2,24.4,10,,2017-03-09T06:40:59,2017-03-09T18:33:33,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-10,91.5,63.8,75.1,88.5,63.8,74.6,49.4,42.1,0,0,0,,,,,16.1,270.5,1007,43,3,261.2,22.4,9,,2017-03-10T06:40:04,2017-03-10T18:33:57,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-11,90.6,60.9,74.1,86.4,60.9,73.1,40.1,37.8,0,0,0,,,,,16.1,272.1,1008.7,49.6,2.5,287.9,24.8,10,,2017-03-11T06:39:09,2017-03-11T18:34:20,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-12,89,52.1,69.7,85.3,52.1,69.2,19.9,18.5,0,0,0,,,,,9.2,0.4,1013.3,20.9,2.5,300.8,25.9,10,,2017-03-12T06:38:14,2017-03-12T18:34:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-13,93.5,54.6,73.4,88.9,54.6,72.2,21.5,17.8,0,0,0,,,,,9.2,42.8,1012.3,7.2,2.6,302.4,26.1,10,,2017-03-13T06:37:18,2017-03-13T18:35:07,0.52,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-14,94,55.5,74.2,89.4,55.5,72.9,21.8,17.9,0,0,0,,,,,9.8,62.4,1013.3,1.2,2.5,301.7,26,10,,2017-03-14T06:36:22,2017-03-14T18:35:30,0.55,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-15,96.7,60,76.6,91.6,60,75.1,27.8,18.6,0,0,0,,,,,13.9,74.8,1013.3,6.5,2.9,291.7,25.1,10,,2017-03-15T06:35:25,2017-03-15T18:35:53,0.59,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-16,99.1,65.6,80.6,94.6,65.6,78.8,35.6,21.1,0,0,0,,,,,13.9,150.1,1012,2.5,2.8,274.3,23.8,9,,2017-03-16T06:34:29,2017-03-16T18:36:15,0.62,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-17,97.8,62.7,79.3,92.8,62.7,77.7,35.4,21.8,0,0,0,,,,,12.8,306.9,1010.5,0,2.9,289.5,24.9,10,,2017-03-17T06:33:32,2017-03-17T18:36:37,0.65,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
newyork,2017-03-18,98.5,65,80,94,65,78.6,43.5,29.3,0,0,0,,,,,16.3,274.9,1011.9,3.8,2.9,285.6,24.7,10,,2017-03-18T06:32:35,2017-03-18T18:37:00,0.68,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote"
