name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
newyork,2017-10-17,95.1,65.7,78.6,92,65.7,78,58.2,55.2,0,0,0,,,,,12.8,343.5,1007.9,4.8,2.9,258.2,22.4,9,,2017-10-17T06:23:51,2017-10-17T17:59:43,0.91,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-18,93.5,62,78,89.4,62,77.1,54.2,49.4,0,0,0,,,,,11.4,19.8,1008.7,1.8,2.7,258.5,22.3,9,,2017-10-18T06:24:16,2017-10-18T17:58:53,0.95,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-19,91,66.2,78.9,87.4,66.2,78,53.8,44.4,0,0,0,,,,,12.8,34.8,1008.7,21.4,2.3,240.5,20.6,8,,2017-10-19T06:24:42,2017-10-19T17:58:05,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-20,91.7,65.2,78.9,93.5,65.2,80,63.3,60.8,0,0,0,,,,,11.4,21.2,1007.4,51.7,2.6,222.8,19.3,8,,2017-10-20T06:25:09,2017-10-20T17:57:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-21,91.5,71.6,82,94.6,71.6,82.2,63.9,58,0,0,0,,,,,9.2,350.2,1008.2,48.7,2.7,229.1,19.9,8,,2017-10-21T06:25:35,2017-10-21T17:56:31,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-22,91.7,66.8,78.6,90.3,66.8,78.2,59.6,56.7,0,0,0,,,,,12.8,293.4,1008.8,10.7,2.9,238.7,20.4,8,,2017-10-22T06:26:02,2017-10-22T17:55:45,0.08,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-23,91.4,61.2,75.5,87.5,61.2,74.6,52.6,49.9,0,0,0,,,,,16.1,299,1010.3,28,2.9,252.3,21.8,9,,2017-10-23T06:26:30,2017-10-23T17:55:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-24,89.7,61.4,75.5,86.1,61.4,74.4,51.3,49.8,0,0,0,,,,,10.3,304.8,1012.3,4.4,2.8,251.6,21.7,9,,2017-10-24T06:26:58,2017-10-24T17:54:16,0.14,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-25,91.4,62.9,76.3,87.3,62.9,75,47,40.5,0,0,0,,,,,6,192.9,1014.8,0,2.8,251.7,21.8,9,,2017-10-25T06:27:27,2017-10-25T17:53:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-26,91.4,61.8,75.7,87.2,61.8,74.6,49,44.5,0,0,0,,,,,6.9,161.6,1014.4,0.2,2.8,245.4,21.2,9,,2017-10-26T06:27:56,2017-10-26T17:52:50,0.21,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-27,91,64.4,76.7,87,64.4,75.6,49.6,42.3,0,0,0,,,,,9.2,176.9,1013.9,5,2.8,240.9,20.8,8,,2017-10-27T06:28:26,2017-10-27T17:52:09,0.24,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-28,89.9,66.6,76.7,87,66.6,75.9,51.2,44.6,0,0,0,,,,,9.2,140.1,1012.5,6,2.7,235.3,20.1,8,,2017-10-28T06:28:56,2017-10-28T17:51:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-29,91,64.7,76.5,87.3,64.7,75.7,51.5,44.9,0,0,0,,,,,4.7,141.7,1014.6,15.2,2.5,222.3,19.1,8,,2017-10-29T06:29:27,2017-10-29T17:50:50,0.31,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-30,89.4,62.9,75.9,86.1,62.9,75.1,52.1,47.9,0,0,0,,,,,8.1,72.5,1014.9,1.2,2.6,230.7,19.9,8,,2017-10-30T06:29:58,2017-10-30T17:50:11,0.34,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-10-31,87.9,62.6,75.5,85.4,62.6,74.4,49.1,43.6,0,0,0,,,,,6.9,83.9,1013.7,0,2.7,228.2,19.7,8,,2017-10-31T06:30:30,2017-10-31T17:49:34,0.37,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-01,86.8,58.6,74.6,84,58.6,73.7,49.3,44.6,0,0,0,,,,,11.4,77.7,1013.9,0.5,2.6,224.1,19.4,8,,2017-11-01T06:31:02,2017-11-01T17:48:59,0.4,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-02,87.8,62.1,73.9,84.8,62.1,73.2,51.7,48.2,0,0,0,,,,,8.1,89.2,1013.4,19.4,2.4,222.9,19.4,8,,2017-11-02T06:31:35,2017-11-02T17:48:24,0.44,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-03,87.9,61.8,74.7,85.2,61.8,74,52.1,48.4,0,0,0,,,,,8.3,62.7,1012,0,2.7,224.2,19.5,8,,2017-11-03T06:32:08,2017-11-03T17:47:50,0.47,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-04,85.6,57.5,72.3,83.4,57.5,71.8,53.5,55.1,0,0,0,,,,,9.2,83.6,1012.5,7.1,2.6,214.5,18.8,8,,2017-11-04T06:32:42,2017-11-04T17:47:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-05,84.6,56.9,72.3,83.1,56.9,71.8,53.6,56,0,0,0,,,,,11.4,93,1013.7,0,2.7,228.7,19.9,8,,2017-11-05T06:33:16,2017-11-05T17:46:46,0.54,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-06,86.3,57.6,72.7,84.4,57.6,72.3,55,57.2,0,0,0,,,,,9.2,92.2,1014.1,0,2.7,228.9,19.8,8,,2017-11-06T06:33:51,2017-11-06T17:46:16,0.57,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-07,86.4,58.6,73.6,84.5,58.6,73.2,55.3,55.5,0,0,0,,,,,9.2,107,1014,0,2.6,225.4,19.6,8,,2017-11-07T06:34:26,2017-11-07T17:45:48,0.61,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-08,86.6,59.4,73.6,84.7,59.4,73.1,54.7,54.6,0,0,0,,,,,10.3,96.9,1014.3,0,2.5,218.6,18.8,8,,2017-11-08T06:35:01,2017-11-08T17:45:20,0.64,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-09,85.4,59.8,72.9,83.3,59.8,72.4,52.5,52,0,0,0,,,,,8.1,91.2,1012.3,0,2.7,208.5,18,8,,2017-11-09T06:35:37,2017-11-09T17:44:54,0.68,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-10,84.2,58.2,71.7,81.9,58.2,71.1,49.3,48.5,0,0,0,,,,,9.2,73.4,1013.5,0,2.8,209,18.2,8,,2017-11-10T06:36:14,2017-11-10T17:44:29,0.71,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-11,84.8,56,71.6,82.2,56,71,46.8,44.2,0,0,0,,,,,11.4,71.2,1013.8,0,2.7,207.9,18,8,,2017-11-11T06:36:51,2017-11-11T17:44:05,0.75,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-12,84.8,53.7,70.1,82.1,53.7,69.5,45.6,45.1,0,0,0,,,,,6.9,73.4,1011.6,0.2,2.7,211.7,18.3,8,,2017-11-12T06:37:28,2017-11-12T17:43:43,0.78,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-13,82.5,54.2,69.3,81,54.2,69,48.6,50.2,0,0,0,,,,,6.9,109.7,1010.4,5.3,2.5,200.9,17.5,7,,2017-11-13T06:38:06,2017-11-13T17:43:22,0.82,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-14,84.2,56.2,69.8,82.2,56.2,69.4,51.3,54.7,0,0,0,,,,,9.2,146.9,1009.9,30.9,2.7,192.3,16.5,7,,2017-11-14T06:38:44,2017-11-14T17:43:02,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-15,84.8,59,70.6,83.1,59,70.2,52.3,55.4,0,0,0,,,,,6.9,35.9,1011.2,1.5,2.6,189.9,16.3,7,,2017-11-15T06:39:22,2017-11-15T17:42:43,0.89,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-16,85.6,58,71.5,83.5,58,71.1,51.3,52.2,0,0,0,,,,,6.9,22.8,1012.4,0.5,2.6,193.9,16.7,7,,2017-11-16T06:40:01,2017-11-16T17:42:27,0.92,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-17,86.3,62.6,72.3,84.4,62.6,72.2,55.7,57,0,0,0,,,,,5.4,25.2,1012.5,19.9,2,192.3,16.5,7,,2017-11-17T06:40:40,2017-11-17T17:42:11,0.96,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-18,88.2,62.5,73.2,86.3,62.5,72.9,57.4,60.5,0,0,0,,,,,6.9,57.1,1012.5,30.2,2.5,194.5,16.7,7,,2017-11-18T06:41:20,2017-11-18T17:41:57,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-19,87.2,62.6,72.4,85.9,62.6,72.3,57.8,62,0,0,0,,,,,10.3,72,1014.2,13.7,2.1,190,16.3,7,,2017-11-19T06:41:59,2017-11-19T17:41:44,0.03,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-20,87.2,64.1,73,85.5,64.1,72.7,57.2,59.7,0,0,0,,,,,11.4,70.8,1014.5,26.8,1.7,172.9,14.7,6,,2017-11-20T06:42:39,2017-11-20T17:41:33,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-21,75.5,61.1,69.7,75.5,61.1,69.7,53.9,57.8,0,0,0,,,,,10.3,64.6,1014.6,37.5,2,167.4,14.4,6,,2017-11-21T06:43:19,2017-11-21T17:41:23,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-22,86.8,61.4,71.6,86,61.4,71.5,56,59.8,0,0,0,,,,,9.2,57.9,1013.4,17.6,1.7,180.2,15.6,7,,2017-11-22T06:44:00,2017-11-22T17:41:14,0.12,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-23,86.4,58.6,70.3,84,58.6,70.2,52.5,55,0,0,0,,,,,6.9,45.9,1013.6,0.4,2.4,189.5,16.2,7,,2017-11-23T06:44:40,2017-11-23T17:41:07,0.16,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-24,85.7,56.2,69.1,82.9,56.2,68.7,49.4,52.4,0,0,0,,,,,6.9,63.3,1014.1,5.8,2.6,200.7,17.4,7,,2017-11-24T06:45:21,2017-11-24T17:41:01,0.19,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-25,85.7,53.7,69,82.5,53.7,68.5,44.1,43.7,0,0,0,,,,,7.4,80.7,1015.5,10.8,2.5,214.2,18.4,8,,2017-11-25T06:46:02,2017-11-25T17:40:57,0.22,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-26,86.4,53.7,69.3,83.1,53.7,68.7,43.5,42.3,0,0,0,,,,,6.9,87.7,1016.7,11.8,2.2,211.8,18.3,8,,2017-11-26T06:46:42,2017-11-26T17:40:54,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-27,87,53.6,69.2,83.4,53.6,68.5,42.5,42.7,0,0,0,,,,,9.2,80.3,1014.4,33.9,2,216.8,18.6,8,,2017-11-27T06:47:23,2017-11-27T17:40:53,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-28,84.3,52.4,69,82,52.4,68.5,44.3,42.9,0,0,0,,,,,8.1,127.6,1014,21.3,2.8,214.5,18.6,8,,2017-11-28T06:48:04,2017-11-28T17:40:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-29,85.6,52.4,69.4,82.5,52.4,68.9,45.6,45.1,0,0,0,,,,,11.4,117.5,1015.1,8.5,2.5,203.9,17.7,7,,2017-11-29T06:48:45,2017-11-29T17:40:54,0.36,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-11-30,85.2,53.9,69.3,82.3,53.9,69.1,47,47.5,0,0,0,,,,,11.4,90.3,1014.7,0,2.7,199.5,17.1,7,,2017-11-30T06:49:26,2017-11-30T17:40:57,0.39,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-01,85.6,58.9,70.2,82.6,58.9,69.8,45.9,44.2,0,0,0,,,,,13.9,87.1,1014.7,23.8,2.4,197,16.9,7,,2017-12-01T06:50:06,2017-12-01T17:41:01,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-02,83.7,54.2,68.5,81.4,54.2,68.2,46.4,47.2,0,0,0,,,,,10.3,93.3,1015.2,59,2.8,170.2,14.8,6,,2017-12-02T06:50:47,2017-12-02T17:41:07,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-03,82.5,54.2,67.2,80.7,54.2,67.1,47.8,51.4,0,0,0,,,,,10.3,108,1014.4,55.3,2.3,171.2,14.8,7,,2017-12-03T06:51:27,2017-12-03T17:41:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-04,81.9,56,68.6,80.5,56,68.6,50.5,53.8,0,0,0,,,,,12.8,100.2,1013.2,67.8,2.5,136.5,11.8,6,,2017-12-04T06:52:07,2017-12-04T17:41:22,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-05,77.8,60.8,66.7,77.8,60.8,66.7,51.9,60.3,0.031,100,4.17,rain,,,,14.8,58.4,1012.9,73.8,1.8,120.5,10.4,5,,2017-12-05T06:52:47,2017-12-05T17:41:32,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-06,83.6,57.8,65.6,83.8,57.8,65.6,54.6,68.7,0.012,100,12.5,rain,,,,12.1,76.9,1012.5,69.1,1.7,137.2,11.8,5,,2017-12-06T06:53:27,2017-12-06T17:41:43,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-07,74.7,59,66.8,74.7,59,66.8,56.9,70.9,0,0,0,,,,,10.3,62.9,1013.6,61,1.4,144,12.4,6,,2017-12-07T06:54:06,2017-12-07T17:41:56,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-08,85.9,60.8,69.3,84.3,60.8,69.2,56.6,65.7,0,0,0,,,,,9.2,63.6,1014.6,37.6,1.6,166,14.3,6,,2017-12-08T06:54:45,2017-12-08T17:42:10,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-09,85.9,59.4,70.7,84.4,59.4,70.6,54.8,59.2,0,0,0,,,,,13.9,73.5,1014,12.7,2.7,183.9,15.8,7,,2017-12-09T06:55:23,2017-12-09T17:42:25,0.69,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-10,85.7,57.1,70.6,83.2,57.1,70.1,49.9,51.4,0,0,0,,,,,11.4,90.6,1013.8,1.6,2.6,199.4,17.1,7,,2017-12-10T06:56:02,2017-12-10T17:42:41,0.75,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-11,88.4,56.9,70.7,85.6,56.9,70.3,50.9,51.9,0,0,0,,,,,11.4,206.9,1013.2,12.2,2.7,189.9,16.3,7,,2017-12-11T06:56:39,2017-12-11T17:42:59,0.76,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-12,83.2,60.2,69.9,81.9,60.2,69.8,55.9,63.6,0,0,0,,,,,8.1,293.9,1014.4,5.8,2.5,179.4,15.4,7,,2017-12-12T06:57:16,2017-12-12T17:43:18,0.79,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-13,83.4,55.4,68.4,81.7,55.4,68.3,54.2,63.2,0,0,0,,,,,6.7,10.4,1015.3,4.1,1.9,186,16.2,7,,2017-12-13T06:57:53,2017-12-13T17:43:38,0.83,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-14,86.1,57.1,68.3,83.9,57.1,68.2,56.5,68,0,0,0,,,,,9.2,62.1,1016.1,13.9,1.7,175,15.1,6,,2017-12-14T06:58:29,2017-12-14T17:43:59,0.86,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-15,86.1,59.3,70.8,84.1,59.3,70.7,56.9,64,0,0,0,,,,,10,108.9,1017,45.5,1.7,151.3,13.2,6,,2017-12-15T06:59:04,2017-12-15T17:44:22,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-16,86.8,60.7,70,84.5,60.7,69.6,53,57.4,0,0,0,,,,,11.4,78.7,1018.9,45.7,1.7,167.1,14.5,6,,2017-12-16T06:59:39,2017-12-16T17:44:46,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-17,84.6,59,68.3,82.4,59,68,49.8,53.4,0,0,0,,,,,11.4,67.6,1020.9,24.8,2.2,178.1,15.4,7,,2017-12-17T07:00:13,2017-12-17T17:45:11,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-18,79.1,55.4,65.4,79.1,55.4,65.4,41.8,44.3,0,0,0,,,,,8.1,54.7,1021.2,70.9,2.6,119.9,10.4,5,,2017-12-18T07:00:46,2017-12-18T17:45:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-19,78.9,54.9,65.8,78.9,54.9,65.8,37.5,38.2,0,0,0,,,,,12.8,64.6,1019.2,61.1,2.7,106.2,9.2,5,,2017-12-19T07:01:18,2017-12-19T17:46:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-20,81.6,56.4,66.1,79.6,56.4,65.9,35,34.9,0,0,0,,,,,11,59.3,1019.6,81.3,2.5,122.5,10.5,5,,2017-12-20T07:01:50,2017-12-20T17:46:32,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-21,87.7,51,67,84,51,66.5,36.7,37.5,0,0,0,,,,,9.2,63,1019.4,43.7,2.3,185.8,16.1,7,,2017-12-21T07:02:21,2017-12-21T17:47:01,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-22,77.6,54.2,64.6,77.6,54.2,64.6,39,41.3,0,0,0,,,,,15,64.3,1018.2,60,1.4,104.4,9,4,,2017-12-22T07:02:51,2017-12-22T17:47:31,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-23,85.6,53.6,67.2,82.3,53.6,66.7,41.5,44.2,0,0,0,,,,,10.3,86,1015.8,33.2,2.1,173.2,15,7,,2017-12-23T07:03:20,2017-12-23T17:48:02,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-24,86.1,53.1,68.2,82.7,53.1,67.7,41,41.7,0,0,0,,,,,7.4,100.3,1013.8,0.3,2.4,185.3,16.1,7,,2017-12-24T07:03:48,2017-12-24T17:48:34,0.2,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-25,85.6,53.3,66.3,82.3,53.3,65.8,38.9,41,0,0,0,,,,,10.3,46.7,1016.4,0,2.6,194.2,16.8,7,,2017-12-25T07:04:15,2017-12-25T17:49:06,0.24,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-26,83,48.5,64.3,80.4,45.2,63.7,31.9,33.7,0,0,0,,,,,9.4,72.6,1017,0,2.8,209.8,18.2,8,,2017-12-26T07:04:41,2017-12-26T17:49:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-27,85.2,49,65.4,82,45.9,64.9,35.4,37.1,0,0,0,,,,,7.4,85.8,1016.5,0,2.7,207,17.8,8,,2017-12-27T07:05:06,2017-12-27T17:50:15,0.3,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-28,86.8,50.4,67,83.3,50.4,66.6,37.1,37.3,0,0,0,,,,,7.4,90.5,1015.4,12.1,2.7,205.3,17.6,8,,2017-12-28T07:05:29,2017-12-28T17:50:50,0.34,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-29,86.8,55.4,68.1,83.3,55.4,67.4,37.8,38.9,0,0,0,,,,,7.4,98,1014.9,15.4,2.3,199.4,17.3,7,,2017-12-29T07:05:52,2017-12-29T17:51:26,0.37,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-30,85.7,51.7,67.3,82.5,51.7,66.9,40.1,40.1,0,0,0,,,,,9.2,96.1,1014.4,0,2.7,193.4,16.7,7,,2017-12-30T07:06:14,2017-12-30T17:52:02,0.4,Clear,Clear conditions throughout the day.,clear-day,"42752099999,42662099999,42754099999,remote,VAID"
newyork,2017-12-31,84.3,53.7,67.8,81.4,53.7,67.3,41.3,42.3,0,0,0,,,,,45.9,97.7,1013.6,1.4,2.4,183.2,15.9,7,,2017-12-31T07:06:34,2017-12-31T17:52:40,0.44,Clear,Clear conditions throughout the day.,wind,"42752099999,42662099999,42754099999,remote,VAID"
